Info,Scientific name,Common name,Alternate name,Family name,Scientific name2,Common name2,Alternate name2,Family name2,View
,Harpyhaliaetus coronatus,Crowned Eagle,,Accipitridae,Buteogallus coronatus,Crowned Solitary Eagle,,Accipitridae,
,,,,,Buteo plagiatus,Grey Hawk,,Accipitridae,
,Buteo nitidus,Grey Hawk,,Accipitridae,,,,,
,,,,,Buteo nitidus,Grey-lined Hawk,,Accipitridae,
,Buteo magnirostris,Roadside Hawk,,Accipitridae,Rupornis magnirostris,Roadside Hawk,,Accipitridae,
,Buteo leucorrhous,White-rumped Hawk,,Accipitridae,Parabuteo leucorrhous,White-rumped Hawk,,Accipitridae,
,Buteo albicaudatus,White-tailed Hawk,,Accipitridae,Geranoaetus albicaudatus,White-tailed Hawk,,Accipitridae,
,Buteo polyosoma,Red-backed Hawk,,Accipitridae,Geranoaetus polyosoma,Variable Hawk,,Accipitridae,
,,,,,Buteo buteo,Eurasian Buzzard,,Accipitridae,
,Buteo buteo,Common Buzzard,,Accipitridae,,,,,
,,,,,Buteo refectus,Himalayan Buzzard,,Accipitridae,
,,,,,Buteo japonicus,Japanese Buzzard,,Accipitridae,
,,,,,Buteo socotraensis,Socotra Buzzard,,Accipitridae,
,Buteo oreophilus,Mountain Buzzard,,Accipitridae,,,,,
,,,,,Buteo oreophilus,Mountain Buzzard,,Accipitridae,
,,,,,Buteo trizonatus,Forest Buzzard,,Accipitridae,
,Buteo rufinus,Long-legged Buzzard,,Accipitridae,,,,,
,,,,,Buteo rufinus,Long-legged Buzzard,,Accipitridae,
,Buteo lagopus,Rough-legged Hawk,,Accipitridae,Buteo lagopus,Rough-legged Buzzard,,Accipitridae,
,Harpyopsis novaeguineae,New Guinea Eagle,,Accipitridae,Harpyopsis novaeguineae,Papuan Eagle,,Accipitridae,
,Ictinaetus malayensis,Black Eagle,,Accipitridae,Ictinaetus malaiensis,Black Eagle,,Accipitridae,
,Aquila pomarina,Lesser Spotted Eagle,,Accipitridae,Clanga pomarina,Lesser Spotted Eagle,,Accipitridae,
,Aquila hastata,Indian Spotted Eagle,,Accipitridae,Clanga hastata,Indian Spotted Eagle,,Accipitridae,
,Aquila clanga,Greater Spotted Eagle,,Accipitridae,Clanga clanga,Greater Spotted Eagle,,Accipitridae,
,Aquila wahlbergi,Wahlberg's Eagle,,Accipitridae,Hieraaetus wahlbergi,Wahlberg's Eagle,,Accipitridae,
,Aquila fasciatus,Bonelli's Eagle,,Accipitridae,Aquila fasciata,Bonelli's Eagle,,Accipitridae,
,Hieraaetus spilogaster,African Hawk-eagle,,Accipitridae,Aquila spilogaster,African Hawk-eagle,,Accipitridae,
,Hieraaetus weiskei,New Guinea Hawk-eagle,,Accipitridae,Hieraaetus weiskei,Pygmy Eagle,,Accipitridae,
,Aquila africanus,Cassin's Hawk-eagle,,Accipitridae,Aquila africana,Cassin's Hawk-eagle,,Accipitridae,
,Nisaetus philippensis,Philippine Hawk-eagle,,Accipitridae,,,,,
,,,,,Nisaetus philippensis,North Philippine Hawk-eagle,,Accipitridae,
,,,,,Nisaetus pinskeri,South Philippine Hawk-eagle,,Accipitridae,
,Stephanoaetus coronatus,Crowned Hawk-eagle,,Accipitridae,Stephanoaetus coronatus,Crowned Eagle,,Accipitridae,
,Sagittarius serpentarius,Secretarybird,,Accipitridae,Sagittarius serpentarius,Secretarybird,,Sagittariidae,
,Milvago chimango,Chimango Caracara,,Falconidae,Phalcoboenus chimango,Chimango Caracara,,Falconidae,
,Polihierax semitorquatus,Pygmy Falcon,,Falconidae,Polihierax semitorquatus,African Pygmy-falcon,,Falconidae,
,Polihierax insignis,White-rumped Falcon,,Falconidae,Polihierax insignis,White-rumped Pygmy-falcon,,Falconidae,
,Falco araea,Seychelles Kestrel,,Falconidae,Falco araeus,Seychelles Kestrel,,Falconidae,
,Falco chicquera,Red-necked Falcon,,Falconidae,,,,,
,,,,,Falco chicquera,Red-headed Falcon,,Falconidae,
,,,,,Falco ruficollis,Red-necked Falcon,,Falconidae,
,Falco rusticolus,Gyr Falcon,,Falconidae,Falco rusticolus,Gyrfalcon,,Falconidae,
,,,,,Falco peregrinus,Peregrine Falcon,,Falconidae,
,Falco peregrinus,Peregrine Falcon,,Falconidae,,,,,
,Falco pelegrinoides,Barbary Falcon,,Falconidae,,,,,
,Aepypodius bruijnii,Bruijn's Brush-turkey,,Megapodiidae,Aepypodius bruijnii,Waigeo Brush-turkey,,Megapodiidae,
,Talegalla jobiensis,Brown-collared Brush-turkey,,Megapodiidae,Talegalla jobiensis,Collared Brush-turkey,,Megapodiidae,
,Megapodius nicobariensis,Nicobar Megapode,,Megapodiidae,Megapodius nicobariensis,Nicobar Scrubfowl,,Megapodiidae,
,Megapodius cumingii,Tabon Megapode,,Megapodiidae,Megapodius cumingii,Philippine Scrubfowl,,Megapodiidae,
,Megapodius bernsteinii,Sula Megapode,,Megapodiidae,Megapodius bernsteinii,Sula Scrubfowl,,Megapodiidae,
,Megapodius reinwardt,Orange-footed Megapode,,Megapodiidae,,,,,
,,,,,Megapodius reinwardt,Orange-footed Scrubfowl,,Megapodiidae,
,Megapodius tenimberensis,Tanimbar Megapode,,Megapodiidae,Megapodius tenimberensis,Tanimbar Scrubfowl,,Megapodiidae,
,,,,,Megapodius freycinet,Dusky Scrubfowl,,Megapodiidae,
,Megapodius freycinet,Dusky Megapode,,Megapodiidae,,,,,
,Megapodius geelvinkianus,Biak Megapode,,Megapodiidae,Megapodius geelvinkianus,Biak Scrubfowl,,Megapodiidae,
,Megapodius affinis,New Guinea Megapode,,Megapodiidae,Megapodius decollatus,New Guinea Scrubfowl,,Megapodiidae,
,Megapodius eremita,Melanesian Megapode,,Megapodiidae,Megapodius eremita,Melanesian Scrubfowl,,Megapodiidae,
,Megapodius layardi,Vanuatu Megapode,,Megapodiidae,Megapodius layardi,Vanuatu Scrubfowl,,Megapodiidae,
,Megapodius laperouse,Micronesian Megapode,,Megapodiidae,Megapodius laperouse,Micronesian Scrubfowl,,Megapodiidae,
,Megapodius pritchardii,Polynesian Megapode,,Megapodiidae,Megapodius pritchardii,Tongan Scrubfowl,,Megapodiidae,
,Eulipoa wallacei,Moluccan Megapode,,Megapodiidae,Eulipoa wallacei,Moluccan Scrubfowl,,Megapodiidae,
,Ortalis guttata,Speckled Chachalaca,,Cracidae,,,,,
,,,,,Ortalis guttata,Speckled Chachalaca,,Cracidae,
,,,,,Ortalis araucuan,East Brazilian Chachalaca,,Cracidae,
,,,,,Ortalis squamata,Scaled Chachalaca,,Cracidae,
,,,,,Ortalis columbiana,Colombian Chachalaca,,Cracidae,
,Pipile cumanensis,Blue-throated Piping-guan,,Cracidae,,,,,
,,,,,Pipile cumanensis,Blue-throated Piping-guan,,Cracidae,
,,,,,Pipile grayi,White-throated Piping-guan,,Cracidae,
,Pauxi unicornis,Horned Curassow,,Cracidae,,,,,
,,,,,Pauxi unicornis,Horned Curassow,,Cracidae,
,,,,,Pauxi koepckeae,Sira Curassow,,Cracidae,
,Crax fasciolata,Bare-faced Curassow,,Cracidae,,,,,
,,,,,Crax fasciolata,Bare-faced Curassow,,Cracidae,
,,,,,Crax pinima,Belem Curassow,,Cracidae,
,Colinus cristatus,Crested Bobwhite,,Odontophoridae,,,,,
,,,,,Colinus cristatus,Crested Bobwhite,,Odontophoridae,
,,,,,Colinus leucopogon,Spot-bellied Bobwhite,,Odontophoridae,
,Cyrtonyx montezumae,Montezuma Quail,,Odontophoridae,,,,,
,,,,,Cyrtonyx montezumae,Montezuma Quail,,Odontophoridae,
,,,,,Cyrtonyx sallei,Spot-breasted Quail,,Odontophoridae,
,Dendragapus falcipennis,Siberian Grouse,,Phasianidae,Falcipennis falcipennis,Siberian Grouse,,Phasianidae,
,Dendragapus canadensis,Spruce Grouse,,Phasianidae,,,,,
,,,,,Falcipennis canadensis,Spruce Grouse,,Phasianidae,
,,,,,Falcipennis franklinii,Franklin's Grouse,,Phasianidae,
,Lagopus lagopus,Willow Ptarmigan,,Phasianidae,Lagopus lagopus,Willow Grouse,,Phasianidae,
,Tetrao tetrix,Black Grouse,,Phasianidae,Lyrurus tetrix,Black Grouse,,Phasianidae,
,Tetrao mlokosiewiczi,Caucasian Grouse,,Phasianidae,Lyrurus mlokosiewiczi,Caucasian Grouse,,Phasianidae,
,Tetrao parvirostris,Black-billed Capercaillie,,Phasianidae,Tetrao urogalloides,Black-billed Capercaillie,,Phasianidae,
,Centrocercus urophasianus,Greater Sage-grouse,,Phasianidae,Centrocercus urophasianus,Sage Grouse,,Phasianidae,
,Centrocercus minimus,Gunnison Sage-grouse,,Phasianidae,Centrocercus minimus,Gunnison Grouse,,Phasianidae,
,Alectoris magna,Rusty-necklaced Partridge,,Phasianidae,Alectoris magna,Przevalski's Partridge,,Phasianidae,
,Francolinus lathami,Forest Francolin,,Phasianidae,Peliperdix lathami,Forest Francolin,,Phasianidae,
,Francolinus coqui,Coqui Francolin,,Phasianidae,Peliperdix coqui,Coqui Francolin,,Phasianidae,
,Francolinus albogularis,White-throated Francolin,,Phasianidae,Peliperdix albogularis,White-throated Francolin,,Phasianidae,
,Francolinus schlegelii,Schlegel's Francolin,,Phasianidae,Peliperdix schlegelii,Schlegel's Francolin,,Phasianidae,
,Francolinus streptophorus,Ring-necked Francolin,,Phasianidae,Scleroptila streptophora,Ring-necked Francolin,,Phasianidae,
,Francolinus finschi,Finsch's Francolin,,Phasianidae,Scleroptila finschi,Finsch's Francolin,,Phasianidae,
,Francolinus africanus,Grey-winged Francolin,,Phasianidae,Scleroptila afra,Grey-winged Francolin,,Phasianidae,
,Francolinus levaillantii,Red-winged Francolin,,Phasianidae,Scleroptila levaillantii,Red-winged Francolin,,Phasianidae,
,Francolinus levaillantoides,Orange River Francolin,,Phasianidae,Scleroptila gutturalis,Orange River Francolin,,Phasianidae,
,Francolinus psilolaemus,Moorland Francolin,,Phasianidae,,,,,
,,,,,Scleroptila psilolaema,Moorland Francolin,,Phasianidae,
,,,,,Scleroptila elgonensis,Elgon Francolin,,Phasianidae,
,Francolinus shelleyi,Shelley's Francolin,,Phasianidae,,,,,
,,,,,Scleroptila shelleyi,Shelley's Francolin,,Phasianidae,
,,,,,Scleroptila whytei,Whyte's Francolin,,Phasianidae,
,Francolinus sephaena,Crested Francolin,,Phasianidae,Dendroperdix sephaena,Crested Francolin,,Phasianidae,
,Francolinus ahantensis,Ahanta Francolin,,Phasianidae,Pternistis ahantensis,Ahanta Francolin,,Phasianidae,
,Francolinus squamatus,Scaly Francolin,,Phasianidae,Pternistis squamatus,Scaly Francolin,,Phasianidae,
,Francolinus griseostriatus,Grey-striped Francolin,,Phasianidae,Pternistis griseostriatus,Grey-striped Francolin,,Phasianidae,
,Francolinus nahani,Nahan's Francolin,,Phasianidae,Ptilopachus nahani,Nahan's Partridge,,Odontophoridae,
,Francolinus hartlaubi,Hartlaub's Francolin,,Phasianidae,Pternistis hartlaubi,Hartlaub's Francolin,,Phasianidae,
,Francolinus hildebrandti,Hildebrandt's Francolin,,Phasianidae,Pternistis hildebrandti,Hildebrandt's Francolin,,Phasianidae,
,Francolinus natalensis,Natal Francolin,,Phasianidae,Pternistis natalensis,Natal Francolin,,Phasianidae,
,Francolinus bicalcaratus,Double-spurred Francolin,,Phasianidae,Pternistis bicalcaratus,Double-spurred Francolin,,Phasianidae,
,Francolinus clappertoni,Clapperton's Francolin,,Phasianidae,Pternistis clappertoni,Clapperton's Francolin,,Phasianidae,
,Francolinus icterorhynchus,Heuglin's Francolin,,Phasianidae,Pternistis icterorhynchus,Heuglin's Francolin,,Phasianidae,
,Francolinus harwoodi,Harwood's Francolin,,Phasianidae,Pternistis harwoodi,Harwood's Francolin,,Phasianidae,
,Francolinus capensis,Cape Francolin,,Phasianidae,Pternistis capensis,Cape Francolin,,Phasianidae,
,Francolinus adspersus,Red-billed Francolin,,Phasianidae,Pternistis adspersus,Red-billed Francolin,,Phasianidae,
,Francolinus camerunensis,Mount Cameroon Francolin,,Phasianidae,Pternistis camerunensis,Mount Cameroon Francolin,,Phasianidae,
,Francolinus swierstrai,Swierstra's Francolin,,Phasianidae,Pternistis swierstrai,Swierstra's Francolin,,Phasianidae,
,Francolinus erckelii,Erckel's Francolin,,Phasianidae,Pternistis erckelii,Erckel's Francolin,,Phasianidae,
,Francolinus ochropectus,Djibouti Francolin,,Phasianidae,Pternistis ochropectus,Djibouti Francolin,,Phasianidae,
,Francolinus castaneicollis,Chestnut-naped Francolin,,Phasianidae,,,,,
,,,,,Pternistis castaneicollis,Chestnut-naped Francolin,,Phasianidae,
,,,,,Pternistis atrifrons,Black-fronted Francolin,,Phasianidae,
,Francolinus nobilis,Handsome Francolin,,Phasianidae,Pternistis nobilis,Handsome Francolin,,Phasianidae,
,Francolinus jacksoni,Jackson's Francolin,,Phasianidae,Pternistis jacksoni,Jackson's Francolin,,Phasianidae,
,Francolinus leucoscepus,Yellow-necked Spurfowl,,Phasianidae,Pternistis leucoscepus,Yellow-necked Francolin,,Phasianidae,
,Francolinus rufopictus,Grey-breasted Spurfowl,,Phasianidae,Pternistis rufopictus,Grey-breasted Francolin,,Phasianidae,
,Francolinus afer,Red-necked Spurfowl,,Phasianidae,Pternistis afer,Red-necked Francolin,,Phasianidae,
,Francolinus swainsonii,Swainson's Spurfowl,,Phasianidae,Pternistis swainsonii,Swainson's Francolin,,Phasianidae,
,Rhizothera longirostris,Long-billed Partridge,,Phasianidae,,,,,
,,,,,Rhizothera longirostris,Long-billed Partridge,,Phasianidae,
,,,,,Rhizothera dulitensis,Dulit Partridge,,Phasianidae,
,Margaroperdix madagascariensis,Madagascar Partridge,,Phasianidae,Margaroperdix madagarensis,Madagascar Partridge,,Phasianidae,
,Coturnix ypsilophora,Brown Quail,,Phasianidae,Synoicus ypsilophorus,Brown Quail,,Phasianidae,
,,,,,Synoicus adansonii,African Blue Quail,,Phasianidae,
,Coturnix chinensis,Blue Quail,,Phasianidae,,,,,
,,,,,Synoicus chinensis,Asian Blue Quail,,Phasianidae,
,Arborophila sumatrana,Grey-breasted Partridge,,Phasianidae,Arborophila sumatrana,Sumatran Partridge,,Phasianidae,
,Arborophila rolli,Roll's Partridge,,Phasianidae,Arborophila rolli,Tan-breasted Partridge,,Phasianidae,
,Arborophila campbelli,Malaysian Partridge,,Phasianidae,Arborophila campbelli,Malay Partridge,,Phasianidae,
,Arborophila gingica,White-necklaced Partridge,,Phasianidae,Arborophila gingica,Collared Partridge,,Phasianidae,
,Arborophila hyperythra,Red-breasted Partridge,,Phasianidae,Arborophila hyperythra,Bornean Partridge,,Phasianidae,
,Arborophila chloropus,Scaly-breasted Partridge,,Phasianidae,Arborophila chloropus,Green-legged Partridge,,Phasianidae,
,Arborophila charltonii,Chestnut-necklaced Partridge,,Phasianidae,,,,,
,,,,,Arborophila charltonii,Chestnut-necklaced Partridge,,Phasianidae,
,,,,,Arborophila graydoni,Sabah Partridge,,Phasianidae,
,,,,,Arborophila tonkinensis,Tonkin Partridge,,Phasianidae,
,Ptilopachus petrosus,Stone Partridge,,Phasianidae,Ptilopachus petrosus,Stone Partridge,,Odontophoridae,
,Bambusicola thoracicus,Chinese Bamboo-partridge,,Phasianidae,,,,,
,,,,,Bambusicola thoracicus,Chinese Bamboo-partridge,,Phasianidae,
,,,,,Bambusicola sonorivox,Taiwan Bamboo-partridge,,Phasianidae,
,Gallus lafayetii,Sri Lanka Junglefowl,,Phasianidae,Gallus lafayettii,Sri Lanka Junglefowl,,Phasianidae,
,,,,,Lophura edwardsi,Vietnam Pheasant,,Phasianidae,
,Lophura edwardsi,Edwards's Pheasant,,Phasianidae,,,,,
,Lophura hoogerwerfi,Aceh Pheasant,,Phasianidae,,,,,
,,,,,Lophura inornata,Salvadori's Pheasant,,Phasianidae,
,Lophura inornata,Salvadori's Pheasant,,Phasianidae,,,,,
,Lophura erythrophthalma,Crestless Fireback,,Phasianidae,,,,,
,,,,,Lophura erythrophthalma,Malay Crestless Fireback,,Phasianidae,
,,,,,Lophura pyronota,Bornean Crestless Fireback,,Phasianidae,
,Lophura hatinhensis,Vietnamese Pheasant,,Phasianidae,,,,,
,Lophura ignita,Crested Fireback,,Phasianidae,,,,,
,,,,,Lophura ignita,Bornean Crested Fireback,,Phasianidae,
,,,,,Lophura rufa,Malay Crested Fireback,,Phasianidae,
,Lophura bulweri,Wattled Pheasant,,Phasianidae,Lophura bulweri,Bulwer's Pheasant,,Phasianidae,
,Catreus wallichi,Cheer Pheasant,,Phasianidae,Catreus wallichii,Cheer Pheasant,,Phasianidae,
,Syrmaticus humiae,Hume's Pheasant,,Phasianidae,Syrmaticus humiae,Mrs Hume's Pheasant,,Phasianidae,
,Phasianus colchicus,Common Pheasant,,Phasianidae,,,,,
,,,,,Phasianus colchicus,Common Pheasant,,Phasianidae,
,,,,,Phasianus versicolor,Green Pheasant,,Phasianidae,
,Polyplectron malacense,Malayan Peacock-pheasant,,Phasianidae,Polyplectron malacense,Malay Peacock-pheasant,,Phasianidae,
,,,,,Argusianus argus,Great Argus,,Phasianidae,
,Argusianus argus,Great Argus,,Phasianidae,,,,,
,Argusianus bipunctatus,Double-banded Argus,,Phasianidae,,,,,
,Guttera pucherani,Crested Guineafowl,,Numididae,,,,,
,,,,,Guttera pucherani,Eastern Crested Guineafowl,,Numididae,
,,,,,Guttera edouardi,Southern Crested Guineafowl,,Numididae,
,,,,,Guttera verreauxi,Western Crested Guineafowl,,Numididae,
,Turnix sylvaticus,Small Buttonquail,,Turnicidae,Turnix sylvaticus,Common Buttonquail,,Turnicidae,
,,,,,Turnix nanus,Black-rumped Buttonquail,,Turnicidae,
,Turnix hottentottus,Hottentot Buttonquail,,Turnicidae,,,,,
,,,,,Turnix hottentottus,Hottentot Buttonquail,,Turnicidae,
,Turnix varius,Painted Buttonquail,,Turnicidae,,,,,
,,,,,Turnix varius,Painted Buttonquail,,Turnicidae,
,,,,,Turnix novaecaledoniae,New Caledonian Buttonquail,,Turnicidae,
,Ortyxelos meiffrenii,Lark Buttonquail,,Turnicidae,Ortyxelos meiffrenii,Quail-plover,,Turnicidae,
,Canirallus kioloides,Madagascar Wood Rail,,Rallidae,,,,,
,,,,,Mentocrex kioloides,Madagascar Wood-rail,,Rallidae,
,,,,,Mentocrex beankaensis,Tsingy Wood-rail,,Rallidae,
,Rallina rubra,Chestnut Forest-rail,,Rallidae,Rallicula rubra,Chestnut Forest-rail,,Rallidae,
,Rallina leucospila,White-striped Forest-rail,,Rallidae,Rallicula leucospila,White-striped Forest-rail,,Rallidae,
,Rallina forbesi,Forbes's Forest-rail,,Rallidae,Rallicula forbesi,Forbes's Forest-rail,,Rallidae,
,Rallina mayri,Mayr's Forest-rail,,Rallidae,Rallicula mayri,Mayr's Forest-rail,,Rallidae,
,Anurolimnas castaneiceps,Chestnut-headed Crake,,Rallidae,Rufirallus castaneiceps,Chestnut-headed Crake,,Rallidae,
,Anurolimnas viridis,Russet-crowned Crake,,Rallidae,Rufirallus viridis,Russet-crowned Crake,,Rallidae,
,Anurolimnas fasciatus,Black-banded Crake,,Rallidae,Porzana fasciata,Black-banded Crake,,Rallidae,
,Laterallus spilonotus,Galapagos Rail,,Rallidae,Laterallus spilonota,Galapagos Rail,,Rallidae,
,Nesoclopeus woodfordi,Woodford's Rail,,Rallidae,,,,,
,,,,,Hypotaenidia woodfordi,Guadalcanal Rail,,Rallidae,
,,,,,Hypotaenidia immaculata,Santa Isabel Rail,,Rallidae,
,,,,,Hypotaenidia tertia,Bougainville Rail,,Rallidae,
,Nesoclopeus poecilopterus,Bar-winged Rail,,Rallidae,Hypotaenidia poeciloptera,Bar-winged Rail,,Rallidae,
,Gallirallus sylvestris,Lord Howe Woodhen,,Rallidae,Hypotaenidia sylvestris,Lord Howe Woodhen,,Rallidae,
,Gallirallus okinawae,Okinawa Rail,,Rallidae,Hypotaenidia okinawae,Okinawa Rail,,Rallidae,
,Gallirallus torquatus,Barred Rail,,Rallidae,Hypotaenidia torquata,Barred Rail,,Rallidae,
,Gallirallus insignis,New Britain Rail,,Rallidae,Hypotaenidia insignis,New Britain Rail,,Rallidae,
,Gallirallus rovianae,Roviana Rail,,Rallidae,Hypotaenidia rovianae,Roviana Rail,,Rallidae,
,Gallirallus philippensis,Buff-banded Rail,,Rallidae,Hypotaenidia philippensis,Buff-banded Rail,,Rallidae,
,Gallirallus owstoni,Guam Rail,,Rallidae,Hypotaenidia owstoni,Guam Rail,,Rallidae,
,Gallirallus wakensis,Wake Island Rail,,Rallidae,Hypotaenidia wakensis,Wake Rail,,Rallidae,
,Gallirallus pacificus,Tahiti Rail,,Rallidae,Hypotaenidia pacifica,Tahiti Rail,,Rallidae,
,Gallirallus dieffenbachii,Dieffenbach's Rail,,Rallidae,Hypotaenidia dieffenbachii,Dieffenbach's Rail,,Rallidae,
,Gallirallus striatus,Slaty-breasted Rail,,Rallidae,Lewinia striata,Slaty-breasted Rail,,Rallidae,
,Rallus longirostris,Clapper Rail,,Rallidae,,,,,
,,,,,Rallus longirostris,Mangrove Rail,,Rallidae,
,,,,,Rallus crepitans,Clapper Rail,,Rallidae,
,,,,,Rallus obsoletus,Ridgway's Rail,,Rallidae,
,Rallus elegans,King Rail,,Rallidae,,,,,
,,,,,Rallus elegans,King Rail,,Rallidae,
,,,,,Rallus tenuirostris,Mexican Rail,,Rallidae,
,Rallus aquaticus,Water Rail,,Rallidae,,,,,
,,,,,Rallus aquaticus,Western Water Rail,,Rallidae,
,,,,,Rallus indicus,Eastern Water Rail,,Rallidae,
,Rallus caerulescens,African Water Rail,,Rallidae,Rallus caerulescens,African Rail,,Rallidae,
,Lewinia muelleri,Auckland Islands Rail,,Rallidae,Lewinia muelleri,Auckland Rail,,Rallidae,
,Crecopsis egregia,African Crake,,Rallidae,Crex egregia,African Crake,,Rallidae,
,Aramides cajanea,Grey-necked Wood-rail,,Rallidae,,,,,
,,,,,Aramides cajaneus,Grey-cowled Wood-rail,,Rallidae,
,,,,,Aramides albiventris,Russet-naped Wood-rail,,Rallidae,
,Aphanapteryx leguati,Rodrigues Rail,,Rallidae,Erythromachus leguati,Rodrigues Rail,,Rallidae,
,Amaurornis akool,Brown Crake,,Rallidae,Zapornia akool,Brown Crake,,Rallidae,
,Amaurornis isabellina,Isabelline Waterhen,,Rallidae,Amaurornis isabellina,Isabelline Bush-hen,,Rallidae,
,Amaurornis olivacea,Bush-hen,,Rallidae,Amaurornis olivacea,Philippine Bush-hen,,Rallidae,
,Amaurornis moluccana,Rufous-tailed Waterhen,,Rallidae,Amaurornis moluccana,Pale-vented Bush-hen,,Rallidae,
,Amaurornis flavirostra,Black Crake,,Rallidae,Zapornia flavirostra,Black Crake,,Rallidae,
,Amaurornis olivieri,Sakalava Rail,,Rallidae,Zapornia olivieri,Sakalava Rail,,Rallidae,
,Amaurornis bicolor,Black-tailed Crake,,Rallidae,Zapornia bicolor,Black-tailed Crake,,Rallidae,
,Porzana parva,Little Crake,,Rallidae,Zapornia parva,Little Crake,,Rallidae,
,Porzana pusilla,Baillon's Crake,,Rallidae,Zapornia pusilla,Baillon's Crake,,Rallidae,
,Porzana palmeri,Laysan Rail,,Rallidae,Zapornia palmeri,Laysan Rail,,Rallidae,
,Porzana sandwichensis,Hawaiian Rail,,Rallidae,Zapornia sandwichensis,Hawaiian Rail,,Rallidae,
,Porzana fusca,Ruddy-breasted Crake,,Rallidae,Zapornia fusca,Ruddy-breasted Crake,,Rallidae,
,Porzana paykullii,Band-bellied Crake,,Rallidae,Zapornia paykullii,Band-bellied Crake,,Rallidae,
,Porzana tabuensis,Spotless Crake,,Rallidae,Zapornia tabuensis,Spotless Crake,,Rallidae,
,Porzana monasa,Kosrae Crake,,Rallidae,Zapornia monasa,Kosrae Crake,,Rallidae,
,Porzana atra,Henderson Crake,,Rallidae,Zapornia atra,Henderson Crake,,Rallidae,
,Porzana flaviventer,Yellow-breasted Crake,,Rallidae,Hapalocrex flaviventer,Yellow-breasted Crake,,Rallidae,
,Porzana cinerea,White-browed Crake,,Rallidae,Amaurornis cinerea,White-browed Crake,,Rallidae,
,Aenigmatolimnas marginalis,Striped Crake,,Rallidae,Amaurornis marginalis,Striped Crake,,Rallidae,
,Habroptila wallacii,Invisible Rail,,Rallidae,Habroptila wallacii,Drummer Rail,,Rallidae,
,Porphyrio albus,White Gallinule,,Rallidae,Porphyrio albus,White Swamphen,,Rallidae,
,Porphyrio hochstetteri,Takahe,,Rallidae,Porphyrio hochstetteri,South Island Takahe,,Rallidae,
,Porphyrio coerulescens,Reunion Gallinule,,Rallidae,Porphyrio caerulescens,Reunion Gallinule,,Rallidae,
