Scientific name,Common name,Alternate name,Family name,Scientific name2,Common name2,Alternate name2,Family name2,View
Spilornis holospilus,Philippine Serpent Eagle,,Accipitridae,Spilornis holospilus,Philippine Serpent-eagle,,Accipitridae,
Spilornis elgini,Andaman Serpent Eagle,,Accipitridae,Spilornis elgini,Andaman Serpent-eagle,,Accipitridae,
Dryotriorchis spectabilis,Congo Serpent Eagle,,Accipitridae,Dryotriorchis spectabilis,Congo Serpent-eagle,,Accipitridae,
Eutriorchis astur,Madagascar Serpent Eagle,,Accipitridae,Eutriorchis astur,Madagascar Serpent-eagle,,Accipitridae,
Circus aeruginosus,Western Marsh Harrier,,Accipitridae,Circus aeruginosus,Western Marsh-harrier,,Accipitridae,
Circus ranivorus,African Marsh Harrier,,Accipitridae,Circus ranivorus,African Marsh-harrier,,Accipitridae,
Circus spilonotus,Eastern Marsh Harrier,,Accipitridae,Circus spilonotus,Eastern Marsh-harrier,,Accipitridae,
Circus maillardi,Reunion Harrier,,Accipitridae,Circus maillardi,Reunion Marsh-harrier,,Accipitridae,
Circus macrosceles,Malagasy Harrier,,Accipitridae,Circus macrosceles,Madagascar Marsh-harrier,,Accipitridae,
Circus cyaneus,Northern Harrier,,Accipitridae,,,,,
,,,,Circus cyaneus,Hen Harrier,,Accipitridae,
,,,,Circus hudsonius,Northern Harrier,,Accipitridae,
Melierax metabates,Dark Chanting Goshawk,,Accipitridae,Melierax metabates,Dark Chanting-goshawk,,Accipitridae,
Melierax poliopterus,Eastern Chanting Goshawk,,Accipitridae,Melierax poliopterus,Eastern Chanting-goshawk,,Accipitridae,
Melierax canorus,Pale Chanting Goshawk,,Accipitridae,Melierax canorus,Pale Chanting-goshawk,,Accipitridae,
Accipiter poliogaster,Grey-bellied Hawk,,Accipitridae,Accipiter poliogaster,Grey-bellied Goshawk,,Accipitridae,
,,,,Accipiter toussenelii,Red-chested Goshawk,,Accipitridae,
Accipiter toussenelii,Red-chested Goshawk,,Accipitridae,,,,,
,,,,Accipiter tachiro,African Goshawk,,Accipitridae,
Accipiter tachiro,African Goshawk,,Accipitridae,,,,,
Accipiter trinotatus,Spot-tailed Sparrowhawk,,Accipitridae,Accipiter trinotatus,Spot-tailed Goshawk,,Accipitridae,
Accipiter hiogaster,Variable Goshawk,,Accipitridae,,,,,
,,,,Accipiter hiogaster,Variable Goshawk,,Accipitridae,
,,,,Accipiter sylvestris,Lesser Sundas Goshawk,,Accipitridae,
Accipiter luteoschistaceus,Slaty-mantled Goshawk,,Accipitridae,Accipiter luteoschistaceus,Slaty-backed Goshawk,,Accipitridae,
Accipiter collaris,Semicollared Hawk,,Accipitridae,Accipiter collaris,Semi-collared Hawk,,Accipitridae,
Accipiter erythropus,Red-thighed Sparrowhawk,,Accipitridae,Accipiter erythropus,Red-legged Sparrowhawk,,Accipitridae,
,,,,Accipiter striatus,Sharp-shinned Hawk,,Accipitridae,
Accipiter striatus,Sharp-shinned Hawk,,Accipitridae,,,,,
Accipiter chionogaster,White-breasted Hawk,,Accipitridae,,,,,
Accipiter ventralis,Plain-breasted Hawk,,Accipitridae,,,,,
Accipiter erythronemius,Rufous-thighed Hawk,,Accipitridae,,,,,
,,,,Accipiter bicolor,Bicolored Hawk,,Accipitridae,
Accipiter bicolor,Bicolored Hawk,,Accipitridae,,,,,
Accipiter chilensis,Chilean Hawk,,Accipitridae,,,,,
Leucopternis plumbeus,Plumbeous Hawk,,Accipitridae,Cryptoleucopteryx plumbea,Plumbeous Hawk,,Accipitridae,
Leucopternis schistaceus,Slate-colored Hawk,,Accipitridae,Buteogallus schistaceus,Slate-colored Hawk,,Accipitridae,
Leucopternis princeps,Barred Hawk,,Accipitridae,Morphnarchus princeps,Barred Hawk,,Accipitridae,
Leucopternis lacernulatus,White-necked Hawk,,Accipitridae,Buteogallus lacernulatus,White-necked Hawk,,Accipitridae,
Leucopternis albicollis,White Hawk,,Accipitridae,Pseudastur albicollis,White Hawk,,Accipitridae,
Leucopternis occidentalis,Grey-backed Hawk,,Accipitridae,Pseudastur occidentalis,Grey-backed Hawk,,Accipitridae,
Leucopternis polionotus,Mantled Hawk,,Accipitridae,Pseudastur polionotus,Mantled Hawk,,Accipitridae,
Buteogallus aequinoctialis,Rufous Crab Hawk,,Accipitridae,Buteogallus aequinoctialis,Rufous Crab-hawk,,Accipitridae,
Harpyhaliaetus solitarius,Montane Solitary Eagle,,Accipitridae,Buteogallus solitarius,Black Solitary Eagle,,Accipitridae,
Harpyhaliaetus coronatus,Crowned Solitary Eagle,,Accipitridae,Buteogallus coronatus,Crowned Solitary Eagle,,Accipitridae,
,,,,Buteo plagiatus,Grey Hawk,,Accipitridae,
Buteo nitidus,Grey Hawk,,Accipitridae,,,,,
,,,,Buteo nitidus,Grey-lined Hawk,,Accipitridae,
Buteo magnirostris,Roadside Hawk,,Accipitridae,Rupornis magnirostris,Roadside Hawk,,Accipitridae,
Buteo leucorrhous,White-rumped Hawk,,Accipitridae,Parabuteo leucorrhous,White-rumped Hawk,,Accipitridae,
Buteo albicaudatus,White-tailed Hawk,,Accipitridae,Geranoaetus albicaudatus,White-tailed Hawk,,Accipitridae,
Buteo polyosoma,Variable Hawk,,Accipitridae,Geranoaetus polyosoma,Variable Hawk,,Accipitridae,
,,,,Buteo buteo,Eurasian Buzzard,,Accipitridae,
Buteo buteo,Common Buzzard,,Accipitridae,,,,,
Buteo burmanicus,Himalayan Buzzard,,Accipitridae,Buteo refectus,Himalayan Buzzard,,Accipitridae,
Buteo japonicus,Eastern Buzzard,,Accipitridae,Buteo japonicus,Japanese Buzzard,,Accipitridae,
Buteo rufinus,Long-legged Buzzard,,Accipitridae,,,,,
,,,,Buteo rufinus,Long-legged Buzzard,,Accipitridae,
,,,,Buteo augur,Augur Buzzard,,Accipitridae,
Buteo augur,Augur Buzzard,,Accipitridae,,,,,
Buteo archeri,Archer's Buzzard,,Accipitridae,,,,,
Ictinaetus malayensis,Black Eagle,,Accipitridae,Ictinaetus malaiensis,Black Eagle,,Accipitridae,
Aquila pomarina,Lesser Spotted Eagle,,Accipitridae,Clanga pomarina,Lesser Spotted Eagle,,Accipitridae,
Aquila hastata,Indian Spotted Eagle,,Accipitridae,Clanga hastata,Indian Spotted Eagle,,Accipitridae,
Aquila clanga,Greater Spotted Eagle,,Accipitridae,Clanga clanga,Greater Spotted Eagle,,Accipitridae,
Lophotriorchis kienerii,Rufous-bellied Hawk-Eagle,,Accipitridae,Lophotriorchis kienerii,Rufous-bellied Eagle,,Accipitridae,
Nisaetus cirrhatus,Crested Hawk-Eagle,,Accipitridae,Nisaetus cirrhatus,Changeable Hawk-eagle,,Accipitridae,
,,,,Nisaetus nipalensis,Mountain Hawk-eagle,,Accipitridae,
Nisaetus nipalensis,Mountain Hawk-Eagle,,Accipitridae,,,,,
Nisaetus kelaarti,Legge's Hawk-Eagle,,Accipitridae,,,,,
Nisaetus philippensis,Philippine Hawk-Eagle,,Accipitridae,Nisaetus philippensis,North Philippine Hawk-eagle,,Accipitridae,
Nisaetus pinskeri,Pinsker's Hawk-Eagle,,Accipitridae,Nisaetus pinskeri,South Philippine Hawk-eagle,,Accipitridae,
,,,,Caracara lutosa,Guadalupe Caracara,,Falconidae,
Caracara plancus,Southern Crested Caracara,,Falconidae,Caracara plancus,Southern Caracara,,Falconidae,
Caracara cheriway,Northern Crested Caracara,,Falconidae,Caracara cheriway,Crested Caracara,,Falconidae,
Milvago chimango,Chimango Caracara,,Falconidae,Phalcoboenus chimango,Chimango Caracara,,Falconidae,
Micrastur ruficollis,Barred Forest Falcon,,Falconidae,Micrastur ruficollis,Barred Forest-falcon,,Falconidae,
Micrastur plumbeus,Plumbeous Forest Falcon,,Falconidae,Micrastur plumbeus,Plumbeous Forest-falcon,,Falconidae,
Micrastur gilvicollis,Lined Forest Falcon,,Falconidae,Micrastur gilvicollis,Lined Forest-falcon,,Falconidae,
Micrastur mintoni,Cryptic Forest Falcon,,Falconidae,Micrastur mintoni,Cryptic Forest-falcon,,Falconidae,
Micrastur mirandollei,Slaty-backed Forest Falcon,,Falconidae,Micrastur mirandollei,Slaty-backed Forest-falcon,,Falconidae,
Micrastur semitorquatus,Collared Forest Falcon,,Falconidae,Micrastur semitorquatus,Collared Forest-falcon,,Falconidae,
Micrastur buckleyi,Buckley's Forest Falcon,,Falconidae,Micrastur buckleyi,Buckley's Forest-falcon,,Falconidae,
Polihierax semitorquatus,Pygmy Falcon,,Falconidae,Polihierax semitorquatus,African Pygmy-falcon,,Falconidae,
Polihierax insignis,White-rumped Falcon,,Falconidae,Polihierax insignis,White-rumped Pygmy-falcon,,Falconidae,
,,,,Falco tinnunculus,Common Kestrel,,Falconidae,
Falco rupicolus,Rock Kestrel,,Falconidae,,,,,
Falco tinnunculus,Common Kestrel,,Falconidae,,,,,
Falco newtoni,Malagasy Kestrel,,Falconidae,Falco newtoni,Madagascar Kestrel,,Falconidae,
Falco chicquera,Red-necked Falcon,,Falconidae,,,,,
,,,,Falco chicquera,Red-headed Falcon,,Falconidae,
,,,,Falco ruficollis,Red-necked Falcon,,Falconidae,
,,,,Falco peregrinus,Peregrine Falcon,,Falconidae,
Falco peregrinus,Peregrine Falcon,,Falconidae,,,,,
Falco pelegrinoides,Barbary Falcon,,Falconidae,,,,,
Alectura lathami,Australian Brushturkey,,Megapodiidae,Alectura lathami,Australian Brush-turkey,,Megapodiidae,
Aepypodius arfakianus,Wattled Brushturkey,,Megapodiidae,Aepypodius arfakianus,Wattled Brush-turkey,,Megapodiidae,
Aepypodius bruijnii,Waigeo Brushturkey,,Megapodiidae,Aepypodius bruijnii,Waigeo Brush-turkey,,Megapodiidae,
Talegalla cuvieri,Red-billed Brushturkey,,Megapodiidae,Talegalla cuvieri,Red-billed Brush-turkey,,Megapodiidae,
Talegalla fuscirostris,Black-billed Brushturkey,,Megapodiidae,Talegalla fuscirostris,Black-billed Brush-turkey,,Megapodiidae,
Talegalla jobiensis,Collared Brushturkey,,Megapodiidae,Talegalla jobiensis,Collared Brush-turkey,,Megapodiidae,
Megapodius nicobariensis,Nicobar Megapode,,Megapodiidae,Megapodius nicobariensis,Nicobar Scrubfowl,,Megapodiidae,
Megapodius cumingii,Philippine Megapode,,Megapodiidae,Megapodius cumingii,Philippine Scrubfowl,,Megapodiidae,
Megapodius bernsteinii,Sula Megapode,,Megapodiidae,Megapodius bernsteinii,Sula Scrubfowl,,Megapodiidae,
Megapodius forsteni,Forsten's Megapode,,Megapodiidae,,,,,
Megapodius tenimberensis,Tanimbar Megapode,,Megapodiidae,Megapodius tenimberensis,Tanimbar Scrubfowl,,Megapodiidae,
,,,,Megapodius freycinet,Dusky Scrubfowl,,Megapodiidae,
Megapodius freycinet,Dusky Megapode,,Megapodiidae,,,,,
Megapodius eremita,Melanesian Megapode,,Megapodiidae,Megapodius eremita,Melanesian Scrubfowl,,Megapodiidae,
Megapodius layardi,Vanuatu Megapode,,Megapodiidae,Megapodius layardi,Vanuatu Scrubfowl,,Megapodiidae,
Megapodius laperouse,Micronesian Megapode,,Megapodiidae,Megapodius laperouse,Micronesian Scrubfowl,,Megapodiidae,
Megapodius pritchardii,Tongan Megapode,,Megapodiidae,Megapodius pritchardii,Tongan Scrubfowl,,Megapodiidae,
Eulipoa wallacei,Moluccan Megapode,,Megapodiidae,Eulipoa wallacei,Moluccan Scrubfowl,,Megapodiidae,
,,,,Ortalis motmot,Little Chachalaca,,Cracidae,
Ortalis motmot,Little Chachalaca,,Cracidae,,,,,
Ortalis ruficeps,Chestnut-headed Chachalaca,,Cracidae,,,,,
Pipile pipile,Trinidad Piping Guan,,Cracidae,Pipile pipile,Trinidad Piping-guan,,Cracidae,
Pipile cumanensis,Blue-throated Piping Guan,,Cracidae,,,,,
,,,,Pipile cumanensis,Blue-throated Piping-guan,,Cracidae,
,,,,Pipile grayi,White-throated Piping-guan,,Cracidae,
Pipile cujubi,Red-throated Piping Guan,,Cracidae,Pipile cujubi,Red-throated Piping-guan,,Cracidae,
Pipile jacutinga,Black-fronted Piping Guan,,Cracidae,Pipile jacutinga,Black-fronted Piping-guan,,Cracidae,
Pauxi unicornis,Horned Curassow,,Cracidae,,,,,
,,,,Pauxi unicornis,Horned Curassow,,Cracidae,
,,,,Pauxi koepckeae,Sira Curassow,,Cracidae,
Crax fasciolata,Bare-faced Curassow,,Cracidae,,,,,
,,,,Crax fasciolata,Bare-faced Curassow,,Cracidae,
,,,,Crax pinima,Belem Curassow,,Cracidae,
Dendrortyx barbatus,Bearded Wood Partridge,,Odontophoridae,Dendrortyx barbatus,Bearded Wood-partridge,,Odontophoridae,
Dendrortyx macroura,Long-tailed Wood Partridge,,Odontophoridae,Dendrortyx macroura,Long-tailed Wood-partridge,,Odontophoridae,
Dendrortyx leucophrys,Buffy-crowned Wood Partridge,,Odontophoridae,Dendrortyx leucophrys,Buffy-crowned Wood-partridge,,Odontophoridae,
Colinus nigrogularis,Yucatan Bobwhite,,Odontophoridae,Colinus nigrogularis,Black-throated Bobwhite,,Odontophoridae,
Odontophorus gujanensis,Marbled Wood Quail,,Odontophoridae,Odontophorus gujanensis,Marbled Wood-quail,,Odontophoridae,
Odontophorus capueira,Spot-winged Wood Quail,,Odontophoridae,Odontophorus capueira,Spot-winged Wood-quail,,Odontophoridae,
Odontophorus melanotis,Black-eared Wood Quail,,Odontophoridae,Odontophorus melanotis,Black-eared Wood-quail,,Odontophoridae,
Odontophorus erythrops,Rufous-fronted Wood Quail,,Odontophoridae,Odontophorus erythrops,Rufous-fronted Wood-quail,,Odontophoridae,
Odontophorus atrifrons,Black-fronted Wood Quail,,Odontophoridae,Odontophorus atrifrons,Black-fronted Wood-quail,,Odontophoridae,
Odontophorus hyperythrus,Chestnut Wood Quail,,Odontophoridae,Odontophorus hyperythrus,Chestnut Wood-quail,,Odontophoridae,
Odontophorus melanonotus,Dark-backed Wood Quail,,Odontophoridae,Odontophorus melanonotus,Dark-backed Wood-quail,,Odontophoridae,
Odontophorus speciosus,Rufous-breasted Wood Quail,,Odontophoridae,Odontophorus speciosus,Rufous-breasted Wood-quail,,Odontophoridae,
Odontophorus dialeucos,Tacarcuna Wood Quail,,Odontophoridae,Odontophorus dialeucos,Tacarcuna Wood-quail,,Odontophoridae,
Odontophorus strophium,Gorgeted Wood Quail,,Odontophoridae,Odontophorus strophium,Gorgeted Wood-quail,,Odontophoridae,
Odontophorus columbianus,Venezuelan Wood Quail,,Odontophoridae,Odontophorus columbianus,Venezuelan Wood-quail,,Odontophoridae,
Odontophorus leucolaemus,Black-breasted Wood Quail,,Odontophoridae,Odontophorus leucolaemus,Black-breasted Wood-quail,,Odontophoridae,
Odontophorus balliviani,Stripe-faced Wood Quail,,Odontophoridae,Odontophorus balliviani,Stripe-faced Wood-quail,,Odontophoridae,
Odontophorus stellatus,Starred Wood Quail,,Odontophoridae,Odontophorus stellatus,Starred Wood-quail,,Odontophoridae,
Odontophorus guttatus,Spotted Wood Quail,,Odontophoridae,Odontophorus guttatus,Spotted Wood-quail,,Odontophoridae,
Cyrtonyx montezumae,Montezuma Quail,,Odontophoridae,,,,,
,,,,Cyrtonyx montezumae,Montezuma Quail,,Odontophoridae,
,,,,Cyrtonyx sallei,Spot-breasted Quail,,Odontophoridae,
Falcipennis canadensis,Spruce Grouse,,Phasianidae,,,,,
,,,,Falcipennis canadensis,Spruce Grouse,,Phasianidae,
,,,,Falcipennis franklinii,Franklin's Grouse,,Phasianidae,
Lagopus lagopus,Willow Ptarmigan,,Phasianidae,Lagopus lagopus,Willow Grouse,,Phasianidae,
Tetrao parvirostris,Black-billed Capercaillie,,Phasianidae,Tetrao urogalloides,Black-billed Capercaillie,,Phasianidae,
Tetrastes bonasia,Hazel Grouse,,Phasianidae,Bonasa bonasia,Hazel Grouse,,Phasianidae,
Tetrastes sewerzowi,Chinese Grouse,,Phasianidae,Bonasa sewerzowi,Chinese Grouse,,Phasianidae,
Tympanuchus cupido,Greater Prairie Chicken,,Phasianidae,Tympanuchus cupido,Greater Prairie-chicken,,Phasianidae,
Tympanuchus pallidicinctus,Lesser Prairie Chicken,,Phasianidae,Tympanuchus pallidicinctus,Lesser Prairie-chicken,,Phasianidae,
Tetraophasis obscurus,Verreaux's Monal-Partridge,,Phasianidae,Tetraophasis obscurus,Chestnut-throated Partridge,,Phasianidae,
Tetraophasis szechenyii,Szechenyi's Monal-Partridge,,Phasianidae,Tetraophasis szechenyii,Buff-throated Partridge,,Phasianidae,
Alectoris chukar,Chukar Partridge,,Phasianidae,Alectoris chukar,Chukar,,Phasianidae,
Peliperdix lathami,Latham's Francolin,,Phasianidae,Peliperdix lathami,Forest Francolin,,Phasianidae,
Scleroptila levaillantoides,Orange River Francolin,,Phasianidae,Scleroptila gutturalis,Orange River Francolin,,Phasianidae,
Scleroptila psilolaema,Moorland Francolin,,Phasianidae,,,,,
,,,,Scleroptila psilolaema,Moorland Francolin,,Phasianidae,
,,,,Scleroptila elgonensis,Elgon Francolin,,Phasianidae,
Scleroptila shelleyi,Shelley's Francolin,,Phasianidae,,,,,
,,,,Scleroptila shelleyi,Shelley's Francolin,,Phasianidae,
,,,,Scleroptila whytei,Whyte's Francolin,,Phasianidae,
Pternistis hartlaubi,Hartlaub's Spurfowl,,Phasianidae,Pternistis hartlaubi,Hartlaub's Francolin,,Phasianidae,
Pternistis natalensis,Natal Spurfowl,,Phasianidae,Pternistis natalensis,Natal Francolin,,Phasianidae,
Pternistis capensis,Cape Spurfowl,,Phasianidae,Pternistis capensis,Cape Francolin,,Phasianidae,
Pternistis adspersus,Red-billed Spurfowl,,Phasianidae,Pternistis adspersus,Red-billed Francolin,,Phasianidae,
Pternistis castaneicollis,Chestnut-naped Francolin,,Phasianidae,,,,,
,,,,Pternistis castaneicollis,Chestnut-naped Francolin,,Phasianidae,
,,,,Pternistis atrifrons,Black-fronted Francolin,,Phasianidae,
Pternistis leucoscepus,Yellow-necked Spurfowl,,Phasianidae,Pternistis leucoscepus,Yellow-necked Francolin,,Phasianidae,
Pternistis rufopictus,Grey-breasted Spurfowl,,Phasianidae,Pternistis rufopictus,Grey-breasted Francolin,,Phasianidae,
Pternistis afer,Red-necked Spurfowl,,Phasianidae,Pternistis afer,Red-necked Francolin,,Phasianidae,
Pternistis swainsonii,Swainson's Spurfowl,,Phasianidae,Pternistis swainsonii,Swainson's Francolin,,Phasianidae,
Rhizothera dulitensis,Hose's Partridge,,Phasianidae,Rhizothera dulitensis,Dulit Partridge,,Phasianidae,
,,,,Coturnix novaezelandiae,New Zealand Quail,,Phasianidae,
Coturnix ypsilophora,Brown Quail,,Phasianidae,Synoicus ypsilophorus,Brown Quail,,Phasianidae,
Excalfactoria adansonii,Blue Quail,,Phasianidae,Synoicus adansonii,African Blue Quail,,Phasianidae,
Excalfactoria chinensis,King Quail,,Phasianidae,Synoicus chinensis,Asian Blue Quail,,Phasianidae,
Anurophasis monorthonyx,Snow Mountains Quail,,Phasianidae,Anurophasis monorthonyx,Snow Mountain Quail,,Phasianidae,
Perdicula asiatica,Jungle Bush Quail,,Phasianidae,Perdicula asiatica,Jungle Bush-quail,,Phasianidae,
Perdicula argoondah,Rock Bush Quail,,Phasianidae,Perdicula argoondah,Rock Bush-quail,,Phasianidae,
Perdicula erythrorhyncha,Painted Bush Quail,,Phasianidae,Perdicula erythrorhyncha,Painted Bush-quail,,Phasianidae,
Perdicula manipurensis,Manipur Bush Quail,,Phasianidae,Perdicula manipurensis,Manipur Bush-quail,,Phasianidae,
,,,,Xenoperdix udzungwensis,Udzungwa Forest-partridge,,Phasianidae,
Xenoperdix udzungwensis,Udzungwa Forest Partridge,,Phasianidae,,,,,
Xenoperdix obscurata,Rubeho Forest Partridge,,Phasianidae,,,,,
Arborophila orientalis,Grey-breasted Partridge,,Phasianidae,Arborophila orientalis,White-faced Partridge,,Phasianidae,
Arborophila rolli,Roll's Partridge,,Phasianidae,Arborophila rolli,Tan-breasted Partridge,,Phasianidae,
Arborophila campbelli,Malaysian Partridge,,Phasianidae,Arborophila campbelli,Malay Partridge,,Phasianidae,
Arborophila gingica,White-necklaced Partridge,,Phasianidae,Arborophila gingica,Collared Partridge,,Phasianidae,
,,,,Arborophila cambodiana,Chestnut-headed Partridge,,Phasianidae,
Arborophila cambodiana,Chestnut-headed Partridge,,Phasianidae,,,,,
Arborophila diversa,Siamese Partridge,,Phasianidae,,,,,
Arborophila hyperythra,Red-breasted Partridge,,Phasianidae,Arborophila hyperythra,Bornean Partridge,,Phasianidae,
Arborophila charltonii,Chestnut-necklaced Partridge,,Phasianidae,,,,,
,,,,Arborophila charltonii,Chestnut-necklaced Partridge,,Phasianidae,
,,,,Arborophila graydoni,Sabah Partridge,,Phasianidae,
,,,,Arborophila tonkinensis,Tonkin Partridge,,Phasianidae,
Bambusicola fytchii,Mountain Bamboo Partridge,,Phasianidae,Bambusicola fytchii,Mountain Bamboo-partridge,,Phasianidae,
Bambusicola thoracicus,Chinese Bamboo Partridge,,Phasianidae,,,,,
,,,,Bambusicola thoracicus,Chinese Bamboo-partridge,,Phasianidae,
,,,,Bambusicola sonorivox,Taiwan Bamboo-partridge,,Phasianidae,
,,,,Ophrysia superciliosa,Himalayan Quail,,Phasianidae,
Gallus lafayetii,Sri Lanka Junglefowl,,Phasianidae,Gallus lafayettii,Sri Lanka Junglefowl,,Phasianidae,
,,,,Lophura edwardsi,Vietnam Pheasant,,Phasianidae,
Lophura edwardsi,Edwards's Pheasant,,Phasianidae,,,,,
Lophura hoogerwerfi,Hoogerwerf's Pheasant,,Phasianidae,,,,,
,,,,Lophura inornata,Salvadori's Pheasant,,Phasianidae,
Lophura inornata,Salvadori's Pheasant,,Phasianidae,,,,,
Lophura erythrophthalma,Crestless Fireback,,Phasianidae,,,,,
,,,,Lophura erythrophthalma,Malay Crestless Fireback,,Phasianidae,
,,,,Lophura pyronota,Bornean Crestless Fireback,,Phasianidae,
Lophura hatinhensis,Vietnamese Pheasant,,Phasianidae,,,,,
Lophura ignita,Crested Fireback,,Phasianidae,,,,,
,,,,Lophura ignita,Bornean Crested Fireback,,Phasianidae,
,,,,Lophura rufa,Malay Crested Fireback,,Phasianidae,
Crossoptilon harmani,Tibetan Eared Pheasant,,Phasianidae,Crossoptilon harmani,Tibetan Eared-pheasant,,Phasianidae,
Crossoptilon crossoptilon,White Eared Pheasant,,Phasianidae,Crossoptilon crossoptilon,White Eared-pheasant,,Phasianidae,
Crossoptilon mantchuricum,Brown Eared Pheasant,,Phasianidae,Crossoptilon mantchuricum,Brown Eared-pheasant,,Phasianidae,
Crossoptilon auritum,Blue Eared Pheasant,,Phasianidae,Crossoptilon auritum,Blue Eared-pheasant,,Phasianidae,
Syrmaticus humiae,Mrs. Hume's Pheasant,,Phasianidae,Syrmaticus humiae,Mrs Hume's Pheasant,,Phasianidae,
Polyplectron malacense,Malayan Peacock-Pheasant,,Phasianidae,Polyplectron malacense,Malay Peacock-pheasant,,Phasianidae,
Afropavo congensis,Congo Peacock,,Phasianidae,Afropavo congensis,Congo Peafowl,,Phasianidae,
Guttera pucherani,Crested Guineafowl,,Numididae,,,,,
,,,,Guttera pucherani,Eastern Crested Guineafowl,,Numididae,
,,,,Guttera edouardi,Southern Crested Guineafowl,,Numididae,
,,,,Guttera verreauxi,Western Crested Guineafowl,,Numididae,
Turnix varius,Painted Buttonquail,,Turnicidae,,,,,
,,,,Turnix varius,Painted Buttonquail,,Turnicidae,
,,,,Turnix novaecaledoniae,New Caledonian Buttonquail,,Turnicidae,
Turnix worcesteri,Worcester's Buttonquail,,Turnicidae,Turnix worcesteri,Luzon Buttonquail,,Turnicidae,
Sarothrura pulchra,White-spotted Flufftail,,Sarothruridae,Sarothrura pulchra,White-spotted Flufftail,,Rallidae,
Sarothrura elegans,Buff-spotted Flufftail,,Sarothruridae,Sarothrura elegans,Buff-spotted Flufftail,,Rallidae,
Sarothrura rufa,Red-chested Flufftail,,Sarothruridae,Sarothrura rufa,Red-chested Flufftail,,Rallidae,
Sarothrura lugens,Chestnut-headed Flufftail,,Sarothruridae,Sarothrura lugens,Chestnut-headed Flufftail,,Rallidae,
